3.41E+05,7343.4,5.2412
3.40E+05,7165.9,5.236
3.39E+05,7013.4,5.2297
3.37E+05,6880.9,5.2213
3.36E+05,6743.6,5.2148
3.35E+05,6609.4,5.2091
3.34E+05,6478.2,5.204
3.33E+05,6348.9,5.1996
3.32E+05,6227.9,5.1954
3.31E+05,6100.2,5.1921
3.30E+05,5988.4,5.1881
3.29E+05,5890.6,5.1835
3.28E+05,5797.6,5.179
3.27E+05,5704.3,5.1752
3.26E+05,5612.6,5.1721
3.26E+05,5519.4,5.1701
3.25E+05,5428.6,5.1686
3.24E+05,5352.4,5.1661
3.24E+05,5266.7,5.1657
3.23E+05,5179.5,5.1659
3.23E+05,5098,5.1663
