6.1576e+07,2.7507e+07,69.483,5.2712e+07,4.2045e+07,1.08e+08,5.0216e+07,22.679,9.6851e+06,1.6296e+07,6.1576e+07,2.4496e+07,2.851e+06,4.4631e+07,1.1097e+07,1.7559e+08,4.6977e+07,3.5704e+07,3.7178e+06,8.1275e+05,6.4621e+07,2.1235e+07,5.702e+06,8.0263e+06,2.0119e+07,3.1803e+08,4.3558e+07,6.8275e+07,7.4357e+06,1.6255e+06,9.6932e+07,9.0725e+06,8.5531e+06,1.0213e+07,3.0179e+07,3.9551e+08,3.4645e+07,8.1221e+07,1.1154e+07,2.4382e+06,1.292e+08,9.786e+06,1.1404e+07,1.3618e+07,4.0239e+07,4.2205e+08,3.4088e+07,8.0678e+07,1.3997e+07,3.251e+06,1.6021e+08,1.2232e+07,1.3719e+07,1.7022e+07,5.0298e+07,4.0903e+08,4.261e+07,8.2319e+07,1.7401e+07,4.0637e+06,1.8851e+08,1.4679e+07,1.6462e+07,2.0427e+07,6.0358e+07,4.052e+08,5.1132e+07,9.0537e+07,2.0882e+07,4.8765e+06,2.1392e+08,1.5132e+07,1.9206e+07,2.3831e+07,7.0418e+07,4.0838e+08,5.9654e+07,9.5031e+07,2.4362e+07,5.6558e+06,2.3623e+08,1.7265e+07,2.0917e+07,2.7236e+07,8.0477e+07,3.9808e+08,6.8176e+07,9.9382e+07,2.7842e+07,6.4637e+06,2.4675e+08,1.9424e+07,2.282e+07,3.064e+07,9.0537e+07,4.0043e+08,7.5284e+07,9.9416e+07,3.1322e+07,7.2717e+06,2.6588e+08,2.1582e+07,2.5355e+07,3.4044e+07,1.006e+08,4.0382e+08,8.3649e+07,1.0338e+08,3.4803e+07,8.0795e+06
5.3845e+07,2.5185e+07,20.471,5.2712e+07,4.2045e+07,1.08e+08,4.9547e+07,21.243,9.6851e+06,1.6296e+07,5.3845e+07,2.2242e+07,2.7445e+06,4.4631e+07,1.1864e+07,1.6179e+08,4.6977e+07,3.4138e+07,3.4803e+06,9.4661e+05,6.4602e+07,1.3642e+07,5.489e+06,8.7078e+06,2.3558e+07,3.1803e+08,4.3558e+07,6.8275e+07,6.9605e+06,1.6159e+06,9.6903e+07,8.3022e+06,8.2312e+06,1.3062e+07,3.5336e+07,3.9551e+08,3.4645e+07,8.1221e+07,1.0441e+07,2.4239e+06,1.292e+08,1.107e+07,1.0975e+07,1.7416e+07,4.6187e+07,4.2205e+08,3.346e+07,8.0678e+07,1.3921e+07,3.2319e+06,1.6021e+08,1.2232e+07,1.3719e+07,2.1769e+07,5.6681e+07,4.0903e+08,4.1824e+07,8.2319e+07,1.7401e+07,4.0398e+06,1.8851e+08,1.4679e+07,1.6462e+07,2.6123e+07,6.6776e+07,4.052e+08,5.0189e+07,9.0537e+07,2.0882e+07,4.8478e+06,2.1392e+08,1.5132e+07,1.9206e+07,3.0477e+07,7.3754e+07,4.0838e+08,5.8554e+07,9.5031e+07,2.4362e+07,5.6558e+06,2.3623e+08,1.7265e+07,2.0917e+07,3.4831e+07,8.429e+07,3.9808e+08,6.6919e+07,9.9382e+07,2.7842e+07,6.4637e+06,2.4675e+08,1.9424e+07,2.282e+07,3.9185e+07,9.4826e+07,4.0043e+08,7.5284e+07,9.9416e+07,3.1322e+07,7.2717e+06,2.6588e+08,2.1582e+07,2.5355e+07,4.3539e+07,1.0536e+08,4.0382e+08,8.3649e+07,1.0338e+08,3.4803e+07,8.0795e+06
4.8281e+07,2.3315e+07,12.877,5.0967e+07,4.1673e+07,1.0756e+08,4.6849e+07,18.049,9.6234e+06,1.6072e+07,4.8281e+07,2.0301e+07,2.7445e+06,4.4024e+07,1.1864e+07,1.5944e+08,4.6849e+07,3.5737e+07,4.0261e+06,9.4661e+05,6.4304e+07,1.0144e+07,5.489e+06,7.4057e+06,2.2673e+07,3.1803e+08,4.2554e+07,6.8409e+07,8.0521e+06,1.5777e+06,9.6456e+07,7.3668e+06,8.2335e+06,1.1109e+07,3.4009e+07,3.9551e+08,3.4645e+07,8.1221e+07,1.2078e+07,2.3665e+06,1.2861e+08,9.4847e+06,1.0978e+07,1.4811e+07,4.5345e+07,4.2205e+08,3.306e+07,8.0678e+07,1.6104e+07,3.1554e+06,1.6021e+08,1.1856e+07,1.3722e+07,1.8514e+07,5.6681e+07,4.0903e+08,4.1325e+07,8.2319e+07,2.013e+07,3.9442e+06,1.8851e+08,1.4227e+07,1.6463e+07,2.2217e+07,6.6776e+07,4.052e+08,4.959e+07,9.0537e+07,2.4156e+07,4.733e+06,2.1392e+08,1.5132e+07,1.9206e+07,2.592e+07,7.3754e+07,4.0838e+08,5.7855e+07,9.5031e+07,2.8182e+07,5.5219e+06,2.3623e+08,1.7265e+07,2.0917e+07,2.9623e+07,8.429e+07,3.9808e+08,6.612e+07,9.9382e+07,3.2208e+07,6.3107e+06,2.4675e+08,1.9424e+07,2.282e+07,3.3326e+07,9.4826e+07,4.0043e+08,7.4386e+07,9.9416e+07,3.6235e+07,7.0996e+06,2.6588e+08,2.1582e+07,2.5355e+07,3.7028e+07,1.0536e+08,4.0382e+08,8.2651e+07,1.0338e+08,4.0261e+07,7.8884e+06
6.848e+07,2.9887e+07,20.528,5.031e+07,4.0528e+07,1.0421e+08,4.6625e+07,15.484,9.3237e+06,1.5713e+07,6.848e+07,2.6833e+07,2.8484e+06,4.3583e+07,1.1864e+07,1.5267e+08,4.6625e+07,3.4204e+07,4.315e+06,9.4661e+05,6.848e+07,2.378e+07,5.6968e+06,5.3604e+06,2.1072e+07,3.0534e+08,4.2373e+07,6.8409e+07,8.63e+06,1.4343e+06,9.6126e+07,1.183e+07,8.5453e+06,8.0364e+06,3.1609e+07,3.9551e+08,3.6931e+07,8.1221e+07,1.2945e+07,2.1514e+06,1.2817e+08,9.4847e+06,1.1394e+07,1.0715e+07,4.2145e+07,4.2205e+08,3.2328e+07,8.0678e+07,1.726e+07,2.8685e+06,1.6021e+08,1.0791e+07,1.4242e+07,1.3394e+07,5.2681e+07,4.0903e+08,4.041e+07,8.2319e+07,2.1575e+07,3.5856e+06,1.8851e+08,1.2949e+07,1.6463e+07,1.6073e+07,6.3217e+07,4.052e+08,4.8492e+07,9.0537e+07,2.589e+07,4.3028e+06,2.1392e+08,1.5107e+07,1.9206e+07,1.8752e+07,7.3754e+07,4.0838e+08,5.6574e+07,9.5031e+07,3.0205e+07,5.0199e+06,2.3623e+08,1.7265e+07,2.0917e+07,2.143e+07,8.429e+07,3.9808e+08,6.4656e+07,9.9382e+07,3.452e+07,5.737e+06,2.4675e+08,1.9424e+07,2.282e+07,2.4109e+07,9.4826e+07,4.0043e+08,7.2738e+07,9.9416e+07,3.8835e+07,6.4542e+06,2.6588e+08,2.1582e+07,2.5355e+07,2.6788e+07,1.0536e+08,4.0382e+08,8.082e+07,1.0338e+08,4.315e+07,7.1713e+06
7.621e+07,3.2472e+07,74.265,4.7248e+07,3.5839e+07,9.0692e+07,4.6156e+07,14.364,8.1141e+06,1.4201e+07,7.621e+07,2.886e+07,3.4208e+06,3.1977e+07,1.1864e+07,1.6335e+08,4.2081e+07,3.4771e+07,5.0149e+06,9.4661e+05,7.621e+07,2.571e+07,6.4028e+06,5.2208e+06,2.3728e+07,3.0534e+08,4.1934e+07,6.8409e+07,1.003e+07,1.8932e+06,9.5311e+07,1.3999e+07,8.5453e+06,6.4495e+06,3.5592e+07,3.9551e+08,3.7753e+07,8.1221e+07,1.4159e+07,2.8398e+06,1.2708e+08,1.0061e+07,1.0458e+07,8.5993e+06,4.7456e+07,4.2205e+08,3.1447e+07,8.0678e+07,1.8878e+07,3.7864e+06,1.5885e+08,1.2577e+07,1.3073e+07,1.0749e+07,5.932e+07,4.0903e+08,3.871e+07,8.2319e+07,2.3598e+07,4.733e+06,1.8851e+08,1.5092e+07,1.5687e+07,1.2899e+07,7.1184e+07,4.052e+08,4.6451e+07,9.0537e+07,2.8317e+07,5.6797e+06,2.1392e+08,1.7153e+07,1.8302e+07,1.5049e+07,8.3047e+07,4.0838e+08,5.4193e+07,9.5031e+07,3.3037e+07,6.3632e+06,2.3623e+08,1.9158e+07,2.0917e+07,1.7199e+07,9.4911e+07,3.9808e+08,6.1935e+07,9.9382e+07,3.7756e+07,7.2287e+06,2.4675e+08,2.0342e+07,2.282e+07,1.9348e+07,1.0678e+08,4.0043e+08,6.9677e+07,9.9416e+07,4.2476e+07,8.1322e+06,2.6588e+08,2.1582e+07,2.5355e+07,2.1498e+07,1.1864e+08,4.0382e+08,7.7419e+07,1.0338e+08,4.7195e+07,9.0358e+06
6.4627e+07,2.8756e+07,25.095,4.7222e+07,3.3082e+07,8.1183e+07,4.6156e+07,10.259,7.2907e+06,1.3594e+07,6.4627e+07,2.5089e+07,3.4208e+06,3.1977e+07,1.2919e+07,1.5553e+08,4.2081e+07,3.2788e+07,4.7195e+06,9.9442e+05,6.4627e+07,2.1892e+07,6.4028e+06,5.2208e+06,2.5838e+07,3.0534e+08,4.193e+07,6.5576e+07,9.4391e+06,1.9888e+06,9.4253e+07,1.1579e+07,7.6066e+06,4.9846e+06,3.8758e+07,3.9551e+08,3.4717e+07,8.1221e+07,1.4159e+07,2.9833e+06,1.2567e+08,9.8085e+06,1.0142e+07,6.6461e+06,4.9907e+07,4.2205e+08,3.1447e+07,8.0678e+07,1.8878e+07,3.7864e+06,1.5709e+08,1.2261e+07,1.2678e+07,8.3077e+06,6.2298e+07,4.0903e+08,3.7277e+07,8.2319e+07,2.3598e+07,4.7331e+06,1.8851e+08,1.4713e+07,1.5213e+07,9.9692e+06,7.4758e+07,4.052e+08,4.4732e+07,9.0537e+07,2.8317e+07,5.6797e+06,2.1392e+08,1.7153e+07,1.7749e+07,1.1631e+07,8.7218e+07,4.0838e+08,5.2188e+07,9.5031e+07,3.3037e+07,6.3632e+06,2.3623e+08,1.9158e+07,2.0284e+07,1.3292e+07,9.9677e+07,3.9808e+08,5.9643e+07,9.9382e+07,3.7756e+07,7.2287e+06,2.4675e+08,2.0342e+07,2.282e+07,1.4954e+07,1.1214e+08,4.0043e+08,6.7098e+07,9.9416e+07,4.2476e+07,8.1322e+06,2.6588e+08,2.1582e+07,2.5355e+07,1.6615e+07,1.246e+08,4.0382e+08,7.4554e+07,1.0338e+08,4.7195e+07,9.0358e+06
5.5438e+07,2.5389e+07,19.843,4.8755e+07,3.5685e+07,8.9621e+07,4.636e+07,23.971,8.018e+06,1.4276e+07,5.5438e+07,2.1722e+07,3.4208e+06,3.6243e+07,1.2919e+07,1.5058e+08,4.2808e+07,3.2355e+07,5.2011e+06,9.9442e+05,6.2538e+07,1.452e+07,6.4028e+06,5.2209e+06,2.4953e+07,3.0117e+08,4.193e+07,6.471e+07,1.0402e+07,1.8072e+06,9.3807e+07,8.3977e+06,8.4183e+06,3.5643e+06,3.743e+07,3.9551e+08,3.3685e+07,8.1221e+07,1.5372e+07,2.7107e+06,1.2508e+08,9.5791e+06,1.1224e+07,4.5031e+06,4.9907e+07,4.2205e+08,3.3286e+07,8.0678e+07,2.0496e+07,3.6143e+06,1.5634e+08,1.1974e+07,1.4031e+07,5.6289e+06,6.2298e+07,4.0903e+08,3.7406e+07,8.2319e+07,2.562e+07,4.5179e+06,1.8761e+08,1.4369e+07,1.6837e+07,6.7546e+06,7.4758e+07,4.052e+08,4.4888e+07,9.0537e+07,3.0744e+07,5.4215e+06,2.1392e+08,1.6763e+07,1.9643e+07,7.8804e+06,8.7218e+07,4.0838e+08,5.2369e+07,9.5031e+07,3.5869e+07,6.3251e+06,2.3623e+08,1.9158e+07,2.2449e+07,9.0062e+06,9.9677e+07,3.9808e+08,5.985e+07,9.9382e+07,4.0993e+07,7.2287e+06,2.4675e+08,2.0342e+07,2.4467e+07,1.0132e+07,1.1214e+08,4.0043e+08,6.7331e+07,9.9416e+07,4.6117e+07,8.1322e+06,2.6588e+08,2.1582e+07,2.7185e+07,1.1258e+07,1.246e+08,4.0382e+08,7.4813e+07,1.0338e+08,5.1241e+07,9.0358e+06
5.2713e+07,2.4243e+07,16.409,4.8604e+07,3.5685e+07,8.9621e+07,4.636e+07,19.915,8.018e+06,1.4276e+07,5.2713e+07,2.0576e+07,3.4208e+06,4.1513e+07,1.2919e+07,1.3573e+08,4.2808e+07,3.0139e+07,5.1241e+06,9.9442e+05,6.2952e+07,1.2324e+07,6.4028e+06,5.2209e+06,2.4919e+07,2.7147e+08,4.193e+07,6.0278e+07,1.0248e+07,1.8454e+06,9.4428e+07,7.7635e+06,9.6042e+06,3.5643e+06,3.7379e+07,3.9551e+08,3.3215e+07,8.1221e+07,1.5372e+07,2.7681e+06,1.2508e+08,1.0351e+07,1.2806e+07,2.5499e+06,4.9839e+07,4.2205e+08,3.3286e+07,8.0678e+07,2.0496e+07,3.6908e+06,1.5634e+08,1.2432e+07,1.4565e+07,3.1874e+06,6.2298e+07,4.0903e+08,4.0752e+07,8.2319e+07,2.562e+07,4.6135e+06,1.8761e+08,1.4369e+07,1.7478e+07,3.8249e+06,7.4758e+07,4.052e+08,4.8903e+07,9.0537e+07,3.0744e+07,5.5362e+06,2.1392e+08,1.6763e+07,2.0391e+07,4.4624e+06,8.7218e+07,4.0838e+08,5.7053e+07,9.5031e+07,3.5869e+07,6.4589e+06,2.3623e+08,1.9158e+07,2.2449e+07,5.0999e+06,9.9677e+07,3.9808e+08,6.5204e+07,9.9382e+07,4.0993e+07,7.3816e+06,2.4675e+08,2.0342e+07,2.4467e+07,5.7374e+06,1.1214e+08,4.0043e+08,7.3354e+07,9.9416e+07,4.6117e+07,8.3043e+06,2.6588e+08,2.1582e+07,2.7185e+07,6.3749e+06,1.246e+08,4.0382e+08,8.1504e+07,1.0338e+08,5.1241e+07,9.227e+06
4.5528e+07,2.1905e+07,13.022,4.8127e+07,3.4293e+07,8.4576e+07,4.5866e+07,15.751,7.6967e+06,1.3744e+07,4.5528e+07,1.819e+07,3.4208e+06,4.1513e+07,1.3106e+07,1.3e+08,4.2808e+07,2.7074e+07,5.2653e+06,1.004e+06,6.2771e+07,8.353e+06,6.8416e+06,5.2209e+06,2.6213e+07,2.6e+08,4.0576e+07,5.4147e+07,1.0531e+07,2.008e+06,9.4156e+07,7.4592e+06,1.0262e+07,3.5643e+06,3.9319e+07,3.9001e+08,3.2915e+07,8.1221e+07,1.5796e+07,3.0119e+06,1.2508e+08,9.9456e+06,1.2806e+07,9.2232e+05,5.2426e+07,4.2205e+08,3.482e+07,8.0678e+07,2.1061e+07,4.0159e+06,1.5634e+08,1.2432e+07,1.4565e+07,1.1529e+06,6.5532e+07,4.0903e+08,4.3525e+07,8.2319e+07,2.6327e+07,5.0199e+06,1.8761e+08,1.4369e+07,1.7478e+07,1.3835e+06,7.8639e+07,4.052e+08,5.223e+07,9.0537e+07,3.1592e+07,6.0239e+06,2.1392e+08,1.6763e+07,2.0391e+07,1.614e+06,9.1745e+07,4.0838e+08,6.0935e+07,9.5031e+07,3.6857e+07,7.0279e+06,2.3623e+08,1.9158e+07,2.2449e+07,1.8446e+06,1.0485e+08,3.9808e+08,6.964e+07,9.9382e+07,4.2123e+07,8.0318e+06,2.4675e+08,2.0342e+07,2.4467e+07,2.0752e+06,1.1796e+08,4.0043e+08,7.8345e+07,9.9416e+07,4.7388e+07,9.0358e+06,2.6588e+08,2.1582e+07,2.7185e+07,2.3058e+06,1.2874e+08,4.0382e+08,8.705e+07,1.0338e+08,5.2653e+07,1.004e+07
4.5591e+07,2.1905e+07,13.277,4.8127e+07,3.4293e+07,8.4576e+07,4.4624e+07,15.562,7.6967e+06,1.3744e+07,4.5607e+07,1.819e+07,3.4208e+06,4.1513e+07,1.4318e+07,1.1072e+08,4.2808e+07,2.6107e+07,5.657e+06,1.661e+06,6.1522e+07,8.3531e+06,5.826e+06,5.2209e+06,2.72e+07,2.2145e+08,4.0576e+07,5.2214e+07,1.0813e+07,2.1609e+06,9.2283e+07,7.482e+06,8.739e+06,3.5643e+06,4.08e+07,3.3217e+08,3.189e+07,7.8322e+07,1.622e+07,3.2414e+06,1.2304e+08,9.9456e+06,1.1652e+07,27132,5.44e+07,4.2205e+08,3.5988e+07,8.0678e+07,2.1626e+07,4.3219e+06,1.5381e+08,1.2432e+07,1.4565e+07,33916,6.8001e+07,4.0903e+08,4.4986e+07,8.2319e+07,2.6616e+07,5.4024e+06,1.8457e+08,1.4369e+07,1.7478e+07,40694,8.1601e+07,4.052e+08,5.3983e+07,9.0537e+07,3.1939e+07,6.4828e+06,2.1392e+08,1.6763e+07,2.0391e+07,47455,9.5201e+07,4.0838e+08,6.298e+07,9.5031e+07,3.7262e+07,7.5633e+06,2.3623e+08,1.9158e+07,2.2449e+07,54256,1.088e+08,3.9808e+08,7.0927e+07,9.9382e+07,4.2585e+07,8.6438e+06,2.4675e+08,2.0342e+07,2.4467e+07,61037,1.224e+08,4.0043e+08,7.9793e+07,9.9416e+07,4.7908e+07,9.7243e+06,2.6588e+08,2.1582e+07,2.7185e+07,67819,1.2874e+08,4.0382e+08,8.8658e+07,1.0338e+08,5.3231e+07,1.0805e+07
