3.4424e+005,25547,6.87,4.1812e+005,31760,6.5638
3.4418e+005,25515,6.8814,4.1818e+005,31748,6.5691
3.4434e+005,25511,6.8914,4.1845e+005,31750,6.5764
3.4466e+005,25540,6.8984,4.189e+005,31776,6.583
3.4508e+005,25587,6.9051,4.1946e+005,31821,6.5894
3.456e+005,25640,6.9125,4.2012e+005,31877,6.5951
3.462e+005,25704,6.9206,4.2087e+005,31941,6.6018
